sample,reaction,lb,ub
WT9,5DOAN,-1000.0,1000.0
WT9,AKGt2r,-1000.0,1000.0
WT9,EX_co,0.0,1000.0
WT9,PHEMEt,0.0,1000.0
WT9,EX_pheme,0.0,1000.0
WT9,HEMEOS,0.0,2.1780886999377134e-05
WT9,HEMEAS_1,0.0,1000.0
WT9,GSEALD,0.0,1000.0
WT9,CPPPGO2,0.0,1000.0
WT9,EX_hia,0.0,1000.0
WT9,L_LACDcm,0.0,0.31333333333332125
WT9,FPRA,0.0,1000.0
WT9,COCO2,-1.3400000000002728,0.0
WT9,ACALDt,-1000.0,1000.0
WT9,EX_acald,0.0,1000.0
WT9,NMO,0.0,0.31333333333332125
WT9,OCDCEAt,-1000.0,1000.0
WT9,EX_ocdcea,0.0,1000.0
WT9,UREAt,-1000.0,1000.0
WT9,PAPA1,0.0,0.0
WT9,PAPA2,0.0,1000.0
WT9,MMPL8,0.0,0.0
WT9,PKS2,0.0,1000.0
WT9,MAS3,0.0,1000.0
WT9,EX_gln_L,0.0,1000.0
WT9,SIRA2,-0.31333333333594826,0.0
WT9,APSR,0.0,999999.0
WT9,SHSL2r,0.0,1000.0
WT9,CYSK2_I,0.0,1000.0
WT9,CYSM_I,0.0,1000.0
WT9,CYSM_II,0.0,0.033647260273970254
WT9,CYSO_I,0.0,0.033647260273963024
WT9,CYSO_II,0.0,0.033647260273963024
WT9,THMP,0.0,1000.0
WT9,VIUB,0.0,7.623310449939372e-05
WT9,MBTK3,0.0,1000.0
WT9,MBTG,0.0,1.4364385567100148e-08
WT9,MBTA3,0.0,0.0
WT9,ALCD2x,-1000.0,1000.0
WT9,ETOHt2r,-1000.0,1000.0
WT9,EX_etoh,0.0,1000.0
WT9,MTAP,0.0,0.0
WT9,PKS122,0.0,0.0
WT9,PKS121,0.0,0.0
WT9,ORNDC,0.0,1000.0
WT9,MBTA1,0.0,2.6622578830961186e-08
WT9,HACD9,0.0,1000.0
WT9,ECOAH9ir,0.0,0.18800000000000006
WT9,OIVD3,0.0,0.18800000012691073
WT9,BKDC1,0.0,0.1880000001268627
WT9,MAK,-1000.0,1000.0
WT9,GLGE,0.0,2.349999999999999
WT9,TREY,0.0,2.3500000000001364
WT9,GLGB,0.0,1.1749999999999998
WT9,GLGP,0.0,1000.0
WT9,AMYL2,-1000.0,1000.0
WT9,PYRD1,0.0,1000.0
WT9,SHCHCS3,-1000.0,1000.0
WT9,SEPHCHCS,-1000.0,1000.0
WT9,SALSYN,0.0,5.328730449278382e-08
WT9,APRO,0.0,1000.0
WT9,AOBUTDs,0.0,1000.0
WT9,THRD,0.0,1000.0
WT9,EX_adocbl,0.0,1000.0
WT9,DMBI,-1000.0,1000.0
WT9,BARB,-1000.0,1000.0
WT9,HETZK,-1000.0,1000.0
WT9,PYDXNK,0.0,1000.0
WT9,EX_mobd,-1000.0,1000.0
WT9,TBSYNLDPS,0.0,1000.0
WT9,TBSNLS1,0.0,0.03809523809519341
WT9,TBSNLS2,0.0,0.0380952380952381
WT9,TBSNLS3,0.0,0.03809523809520564
WT9,BKDA1,0.0,0.18799999999999997
WT9,BPNT2,0.0,2.350000001488369
WT9,GLPD2,0.0,1000.0
WT9,G3PD1ir,0.0,10.133333335605007
WT9,G3PT,0.0,1000.0
WT9,DHORD2,0.0,1000.0
WT9,PPAKr,0.0,1000.0
WT9,PTA2,-1000.0,1000.0
WT9,EMB,0.0,9.95114274784043e-06
WT9,BTNt,-1000.0,1000.0
WT9,EX_btn,-1.0,1000.0
WT9,GXRA,0.0,1.0000000000785834
WT9,OPP,0.0,1000.0
WT9,HEXTT,0.0,0.00016063414182099223
WT9,PPTTm,0.0,1000.0
WT9,GGTT,0.0,0.00016063414182099223
WT9,ACYP_2,0.0,1000.0
WT9,GTPDPDP,-1000.0,1000.0
WT9,PPGPPDP,0.0,1000.0
WT9,AKGDH,0.0,1000.0
WT9,EX_nodcoa,0.0,1000.0
WT9,NODCOAt,0.0,1000.0
WT9,EX_octscoa,0.0,1000.0
WT9,OCTSCOAt,0.0,1000.0
WT9,ATPM,3.15,1000.0
WT9,VPAMTr,-1000.0,1.0272310779768645e-11
WT9,EGTB,0.0,1000.0
WT9,EGTC,0.0,0.035089285714284976
WT9,EGTE,0.0,1000.0
WT9,TMDS3,0.0,1000.0
WT9,MHUD1,0.0,0.0
WT9,OTSB1,0.0,5.981576092339952e-05
WT9,MYCOPP,0.0,0.00046140096502256256
WT9,TMMYCO,0.0,1000.0
WT9,MYCOE,0.0,1000.0
WT9,PPM1,0.0,0.0004015851040510159
WT9,PEPA,0.0,1000.0
WT9,NADDP,0.0,1000.0
WT9,NMNAT,0.0,1000.0
WT9,EGTD,0.0,1000.0
WT9,ACONMT,0.0,1000.0
WT9,MANPGH,0.0,0.0
WT9,EPH,-1000.0,1000.0
WT9,FBPA,0.0,1000.0
WT9,DGTP8DETOX,0.0,1000.0
WT9,DGTP8OXO,0.0,1000.0
WT9,GTP8OXO,0.0,1000.0
WT9,TAG,0.0,0.0
WT9,LIPY,0.0,1000.0
WT9,LIPW,0.0,0.0
WT9,CHOLK,-1000.0,1000.0
WT9,PC_TBt,-1000.0,1000.0
WT9,BIRA,0.0,1000.0
WT9,ACCD3,0.0,1000.0
WT9,ACCA3,0.0,1.1750000000001108
WT9,GMHEPPA,0.0,0.10786516853933974
WT9,ALCD19y,-1000.0,1000.0
WT9,EX_pc_TB,0.0,1000.0
WT9,DM_ergoth_c,0.0,1000.0
WT9,DM_tbsinol_c,0.0,1000.0
WT9,DM_isotbsinol__13S_c,0.0,1000.0
WT9,DM_isotbsinol__13R_c,0.0,1000.0
WT9,DM_psd5p_c,0.0,1000.0
WT9,DM_cpppg1_c,0.0,1000.0
WT9,DM_scys__L_c,0.0,1000.0
WT9,DM_gmhep1p_c,0.0,1000.0
PknB_KD1,2AGPEAT160,0.0,1000.0
PknB_KD1,2AGPEAT180,0.0,1000.0
PknB_KD1,5DGLCNR,0.0,0.0
PknB_KD1,AACPS10,0.0,1000.0
PknB_KD1,AACPS11,0.0,1000.0
PknB_KD1,AACPS3,0.0,1000.0
PknB_KD1,ABTA,0.0,1000.0
PknB_KD1,ACACT1r,0.0,3.826247015619738e-09
PknB_KD1,ACALDi,0.0,1000.0
PknB_KD1,ACBIPGT,0.0,0.0
PknB_KD1,ACCC,0.0,1000.0
PknB_KD1,ACChex,0.0,1000.0
PknB_KD1,ACGAMPM,-2.35,0.0
PknB_KD1,ACGAMT,0.0,1000.0
PknB_KD1,ACGK,0.0,2.3499999999999996
PknB_KD1,ACGS,0.0,1000.0
PknB_KD1,ACHBS,0.0,1000.0
PknB_KD1,ACKr,-1000.0,1000.0
PknB_KD1,ACLS,0.0,1000.0
PknB_KD1,ACODA,0.0,0.0
PknB_KD1,ACONT,-1000.0,1000.0
PknB_KD1,ACOTA,-2.350000000000001,0.0
PknB_KD1,ACP1_FMN,0.0,1000.0
PknB_KD1,ACPS1,0.0,0.0
PknB_KD1,ACS,0.0,1000.0
PknB_KD1,ACS2,0.0,1000.0
PknB_KD1,ACYSBMNt,-1000.0,1000.0
PknB_KD1,ADA,0.0,1000.0
PknB_KD1,ADCL,0.0,1000.0
PknB_KD1,ADCPS1,0.0,1000.0
PknB_KD1,ADCPS2,0.0,1000.0
PknB_KD1,ADCS,0.0,1000.0
PknB_KD1,ADCYRS,0.0,1000.0
PknB_KD1,ADK1,-1000.0,1.5999999999999996
PknB_KD1,ADK2,0.0,1000.0
PknB_KD1,ADMDCr,-1000.0,1000.0
PknB_KD1,ADNCYC,0.0,1.1749999999999998
PknB_KD1,ADNK1,0.0,2.349999999999925
PknB_KD1,ADNK3,0.0,2.35
PknB_KD1,ADNK4,0.0,2.3500000150313345
PknB_KD1,ADOCBIK,0.0,0.0
PknB_KD1,ADOCBLS,0.0,0.0
PknB_KD1,ADPT,0.0,0.6999999999999997
PknB_KD1,ADSK,0.0,2.35
PknB_KD1,ADSL1r,-1000.0,1000.0
PknB_KD1,ADSL2r,-1000.0,1000.0
PknB_KD1,ADSS,0.0,1000.0
PknB_KD1,AFTA,0.0,1000.0
PknB_KD1,AGDC,0.0,1000.0
PknB_KD1,AGMT,0.0,1000.0
PknB_KD1,AGPAT160,0.0,0.24705882352956698
PknB_KD1,AGPAT160190,0.0,0.000504105116874598
PknB_KD1,AGPAT190,-2.690315521526531e-14,0.00016631078528916987
PknB_KD1,AGPR,-1000.0,1000.0
PknB_KD1,AHC,0.0,0.5499999999999616
PknB_KD1,AHCYSNS,0.0,1000.0
PknB_KD1,AHMMPS,0.0,1000.0
PknB_KD1,AICART,-1000.0,1000.0
PknB_KD1,AIRCr,0.0,1000.0
PknB_KD1,AKGDb,0.0,2.0
PknB_KD1,ALAALAD,0.0,1000.0
PknB_KD1,ALAALAr,-1000.0,1000.0
PknB_KD1,ALAD_L,0.0,1000.0
PknB_KD1,ALAR,-1000.0,1000.0
PknB_KD1,ALAt2r,-1000.0,1000.0
PknB_KD1,ALDD1,0.0,1000.0
PknB_KD1,ALDD19x,0.0,1000.0
PknB_KD1,ALDD2x,0.0,1000.0
PknB_KD1,AMAOTr,-1000.0,1000.0
PknB_KD1,AMID4,0.0,0.0
PknB_KD1,AMMQT8,0.0,1000.0
PknB_KD1,AMMQT8_2,0.0,1000.0
PknB_KD1,AMPTASECG,0.0,1000.0
PknB_KD1,ANPRT,0.0,1000.0
PknB_KD1,ANS,0.0,1000.0
PknB_KD1,AOXSr,0.0,0.0
PknB_KD1,APRAUR,-7.72939959119106e-14,0.0004778182085597004
PknB_KD1,ARACHTA,-1000.0,1000.0
PknB_KD1,ARB_Dabc,0.0,1000.0
PknB_KD1,ARBabc,0.0,1000.0
PknB_KD1,ARBt2r,-1000.0,1000.0
PknB_KD1,ARGDC,0.0,1000.0
PknB_KD1,ARGDr,0.0,1000.0
PknB_KD1,ARGSL,0.0,1000.0
PknB_KD1,ARGSS,0.0,1.0499999999999121
PknB_KD1,ARGt5r,-0.14210526327212847,0.0
PknB_KD1,ASAD,-1000.0,1000.0
PknB_KD1,ASNN,0.0,1000.0
PknB_KD1,ASNS1,0.0,1000.0
PknB_KD1,ASNt2r,-1000.0,1000.0
PknB_KD1,ASP1DC,0.0,1000.0
PknB_KD1,ASPCT,0.0,1000.0
PknB_KD1,ASPK,-1000.0,1000.0
PknB_KD1,ASPO5,0.0,0.000392055965997562
PknB_KD1,ASPTA,-1000.0,1000.0
PknB_KD1,ASPt2r,-1000.0,1000.0
PknB_KD1,AST,0.0,1000.0
PknB_KD1,ATPPRT,0.0,1000.0
PknB_KD1,ATPS4r,-1000.0,1000.0
PknB_KD1,BACCL,0.0,1000.0
PknB_KD1,BALAt2r,-0.3857142858532825,0.0
PknB_KD1,BDH,-1000.0,1000.0
PknB_KD1,BETALDHx,0.0,1000.0
PknB_KD1,BMNMSHS,0.0,1000.0
PknB_KD1,BMNt,-1000.0,1000.0
PknB_KD1,BPNT,0.0,1000.0
PknB_KD1,BTS2,-1000.0,1000.0
PknB_KD1,BTS3r,-1000.0,1000.0
PknB_KD1,CAATPS,0.0,9.400000000625711
PknB_KD1,CAT,0.0,2.1000000000000796
PknB_KD1,CAt4,-1000.0,1000.0
PknB_KD1,CBIAT,-1000.0,1000.0
PknB_KD1,CBLAT,-1000.0,1000.0
PknB_KD1,CBPS,0.0,1000.0
PknB_KD1,CDAPPA160,0.0,1000.0
PknB_KD1,CDAPPA160190,0.0,1000.0
PknB_KD1,CDAPPA190,0.0,1000.0
PknB_KD1,CDPMEK,0.0,1000.0
PknB_KD1,CDPPT160,0.0,1000.0
PknB_KD1,CDPPT160190,0.0,1000.0
PknB_KD1,CHLabc,0.0,1000.0
PknB_KD1,CHOLD,0.0,1000.0
PknB_KD1,CHORM,0.0,1000.0
PknB_KD1,CHORS,0.0,0.12857142857142853
PknB_KD1,CHRPL,0.0,1000.0
PknB_KD1,CIGAMS,0.0,1000.0
PknB_KD1,CITLr,0.0,1000.0
PknB_KD1,CITabc,0.0,1000.0
PknB_KD1,CLPNS160190,-1000.0,1000.0
PknB_KD1,CMCBTFL,0.0,1000.0
PknB_KD1,CMCBTFU,0.0,1000.0
PknB_KD1,CMLDC,0.0,1000.0
PknB_KD1,CO2t,-1000.0,1000.0
PknB_KD1,COAt,-1000.0,1000.0
PknB_KD1,COBALTt5,-1000.0,1000.0
PknB_KD1,COCHL,0.0,1000.0
PknB_KD1,COt,-1000.0,1000.0
PknB_KD1,CPC6R,0.0,1000.0
PknB_KD1,CPPPGO,0.0,1000.0
PknB_KD1,CRNabc,0.0,1000.0
PknB_KD1,CS,0.0,1000.0
PknB_KD1,CTPS1,0.0,1000.0
PknB_KD1,CTPS2,0.0,1000.0
PknB_KD1,CYANST,0.0,0.0
PknB_KD1,CYO1a,0.0,1000.0
PknB_KD1,CYO1b,0.0,1000.0
PknB_KD1,CYRDAAT,0.0,1000.0
PknB_KD1,CYRDAR,0.0,1000.0
PknB_KD1,CYSS,0.0,1000.0
PknB_KD1,CYSTL,0.0,1000.0
PknB_KD1,CYSTS,0.0,1000.0
PknB_KD1,CYTBD,0.0,1000.0
PknB_KD1,CYTBD2,0.0,8.8
PknB_KD1,CYTD,0.0,1000.0
PknB_KD1,CYTDK2,0.0,1000.0
PknB_KD1,CYTDt2r,-1000.0,1000.0
PknB_KD1,CYTK1,-1000.0,1000.0
PknB_KD1,CYTK2,-1000.0,1000.0
PknB_KD1,Clt,-1000.0,1000.0
PknB_KD1,Cuabc,0.0,1000.0
PknB_KD1,Cut1,0.0,1000.0
PknB_KD1,DADA,0.0,1000.0
PknB_KD1,DADK,-1000.0,1000.0
PknB_KD1,DAGK160,0.0,1000.0
PknB_KD1,DALAOX,0.0,1000.0
PknB_KD1,DALAt2r,-1000.0,1000.0
PknB_KD1,DAPDC,0.0,1000.0
PknB_KD1,DAPE,0.0,0.13170731707317063
PknB_KD1,DASYN160,0.0,1000.0
PknB_KD1,DASYN160190,0.0,1000.0
PknB_KD1,DASYN190190,0.0,1000.0
PknB_KD1,DB4PS,0.0,1000.0
PknB_KD1,DBTSr,-1000.0,1000.0
PknB_KD1,DCPDP,0.0,0.0
PknB_KD1,DCPDPP,0.0,1000.0
PknB_KD1,DCPDPS,0.0,1000.0
PknB_KD1,DCPE,-1000.0,1000.0
PknB_KD1,DCPT,0.0,1000.0
PknB_KD1,DCTPD,0.0,1000.0
PknB_KD1,DCTPD2,0.0,1000.0
PknB_KD1,DCYTD,0.0,1000.0
PknB_KD1,DDPA,0.0,1000.0
PknB_KD1,DESAT16,0.0,0.24705882352940375
PknB_KD1,DESAT18,0.0,0.09152542372899437
PknB_KD1,DGC3D,0.0,1000.0
PknB_KD1,DGK1,0.0,0.0
PknB_KD1,DHAD1,0.0,1000.0
PknB_KD1,DHAD2,0.0,1000.0
PknB_KD1,DHDPRy,0.0,1000.0
PknB_KD1,DHDPS,0.0,1000.0
PknB_KD1,DHFR,-1000.0,1000.0
PknB_KD1,DHFS,0.0,1000.0
PknB_KD1,DHNAOT,0.0,1000.0
PknB_KD1,DHNPA,0.0,1000.0
PknB_KD1,DHNPA2,0.0,1000.0
PknB_KD1,DHORTS,-0.10677966101694905,0.0
PknB_KD1,DHPPDA,0.0,0.0004778182085488363
PknB_KD1,DHPPDA2,0.0,0.0004778188790850457
PknB_KD1,DHPS2,0.0,1000.0
PknB_KD1,DHQD,-1000.0,1000.0
PknB_KD1,DHQS,0.0,1000.0
PknB_KD1,DMATT,0.0,1000.0
PknB_KD1,DMPPS,0.0,0.12051893363480494
PknB_KD1,DNMPPA,0.0,1000.0
PknB_KD1,DNTPPA,0.0,1000.0
PknB_KD1,DPCOAK,0.0,0.016944801027032712
PknB_KD1,DPPS,0.0,1000.0
PknB_KD1,DPR,0.0,0.016944801027038058
PknB_KD1,DRPA,0.0,1000.0
PknB_KD1,DSERt2r,-1000.0,1000.0
PknB_KD1,DTMPK,-1000.0,1000.0
PknB_KD1,DURIK1,0.0,0.0
PknB_KD1,DURIPP,-1000.0,1000.0
PknB_KD1,DUTPDP,0.0,1.1749999999999998
PknB_KD1,DXPRIi,0.0,1000.0
PknB_KD1,DXPS,0.0,1000.0
PknB_KD1,ENO,-1000.0,1000.0
PknB_KD1,ETHAt,-1000.0,1000.0
PknB_KD1,EX_acysbmn,0.0,1000.0
PknB_KD1,EX_ala_B,0.0,1000.0
PknB_KD1,EX_ala_D,0.0,1000.0
PknB_KD1,EX_ala_L,0.0,1000.0
PknB_KD1,EX_arab_D,0.0,1000.0
PknB_KD1,EX_arab_L,0.0,1000.0
PknB_KD1,EX_arg_L,0.0,1000.0
PknB_KD1,EX_asn_L,0.0,1000.0
PknB_KD1,EX_asp_L,0.0,1000.0
PknB_KD1,EX_atp,0.0,1000.0
PknB_KD1,EX_bmn,0.0,1000.0
PknB_KD1,EX_ca2,-1000.0,1000.0
PknB_KD1,EX_chol,0.0,1000.0
PknB_KD1,EX_cit,-1.0,1000.0
PknB_KD1,EX_cl,-1000.0,1000.0
PknB_KD1,EX_co2,-1000.0,1000.0
PknB_KD1,EX_coa,0.0,1000.0
PknB_KD1,EX_cobalt2,0.0,1000.0
PknB_KD1,EX_crn,0.0,1000.0
PknB_KD1,EX_cu2,-1000.0,1000.0
PknB_KD1,EX_cytd,0.0,1000.0
PknB_KD1,EX_etha,0.0,1000.0
PknB_KD1,EX_fe2,-1000.0,1000.0
PknB_KD1,EX_fe3,-1000.0,1000.0
PknB_KD1,EX_fum,0.0,1000.0
PknB_KD1,EX_gal,0.0,1000.0
PknB_KD1,EX_glc,0.0,1000.0
PknB_KD1,EX_glu_L,-1.0,1000.0
PknB_KD1,EX_gly,0.0,1000.0
PknB_KD1,EX_glyb,0.0,1000.0
PknB_KD1,EX_glyc3p,0.0,1000.0
PknB_KD1,EX_glyc,0.0,1000.0
PknB_KD1,EX_gthrd,0.0,1000.0
PknB_KD1,EX_h2,0.0,1000.0
PknB_KD1,EX_h2co3,-1000.0,1000.0
PknB_KD1,EX_h2o,0.0,1000.0
PknB_KD1,EX_h2s,0.0,1000.0
PknB_KD1,EX_h,-1000.0,1000.0
PknB_KD1,EX_hdca,0.0,1000.0
PknB_KD1,EX_his_L,0.0,1000.0
PknB_KD1,EX_id3acald,0.0,1000.0
PknB_KD1,EX_ile_L,0.0,1000.0
PknB_KD1,EX_k,-1000.0,1000.0
PknB_KD1,EX_lac_L,0.0,1000.0
PknB_KD1,EX_lcts,0.0,1000.0
PknB_KD1,EX_leu_L,0.0,1000.0
PknB_KD1,EX_lys_L,0.0,1000.0
PknB_KD1,EX_mal_L,0.0,1000.0
PknB_KD1,EX_malt,0.0,1000.0
PknB_KD1,EX_malthp,0.0,1000.0
PknB_KD1,EX_meoh,0.0,1000.0
PknB_KD1,EX_met_L,0.0,1000.0
PknB_KD1,EX_mg2,-1000.0,1000.0
PknB_KD1,EX_na1,-1000.0,1000.0
PknB_KD1,EX_nh4,-20.0,1000.0
PknB_KD1,EX_no2,0.0,1000.0
PknB_KD1,EX_no3,0.0,1000.0
PknB_KD1,EX_no,0.0,1000.0
PknB_KD1,EX_o2,-20.0,1000.0
PknB_KD1,EX_ocdca,0.0,1000.0
PknB_KD1,EX_orn,0.0,1000.0
PknB_KD1,EX_pac,0.0,1000.0
PknB_KD1,EX_pdima,0.0,1000.0
PknB_KD1,EX_phdca,0.0,1000.0
PknB_KD1,EX_phe_L,0.0,1000.0
PknB_KD1,EX_pi,-1000.0,1000.0
PknB_KD1,EX_ppa,0.0,1000.0
PknB_KD1,EX_ppdima,0.0,1000.0
PknB_KD1,EX_pro_L,0.0,1000.0
PknB_KD1,EX_pyr,0.0,1000.0
PknB_KD1,EX_rib_D,0.0,1000.0
PknB_KD1,EX_ser_D,0.0,1000.0
PknB_KD1,EX_ser_L,0.0,1000.0
PknB_KD1,EX_skm,0.0,1000.0
PknB_KD1,EX_so4,-1000.0,1000.0
PknB_KD1,EX_succ,0.0,1000.0
PknB_KD1,EX_tartr_L,0.0,1000.0
PknB_KD1,EX_thr_L,0.0,1000.0
PknB_KD1,EX_tre,0.0,1000.0
PknB_KD1,EX_trp_L,0.0,1000.0
PknB_KD1,EX_tsul,0.0,1000.0
PknB_KD1,EX_ttdca,0.0,1000.0
PknB_KD1,EX_tyr_L,0.0,1000.0
PknB_KD1,EX_val_L,0.0,1000.0
PknB_KD1,EX_ac,-10.0,1000.0
PknB_KD1,EX_4abz,0.0,1000.0
PknB_KD1,EX_for,0.0,1000.0
PknB_KD1,EX_akg,0.0,1000.0
PknB_KD1,EX_gua,0.0,1000.0
PknB_KD1,EX_ad,0.0,1000.0
PknB_KD1,Adt,-1000.0,1000.0
PknB_KD1,EX_urea,0.0,1000.0
PknB_KD1,FACOAE140,0.0,1000.0
PknB_KD1,FACOAE160,0.0,1000.0
PknB_KD1,FACOAE180,0.0,1000.0
PknB_KD1,FACOAL140,0.0,1.1749999999999545
PknB_KD1,FACOAL160,0.0,1.1749999999999972
PknB_KD1,FACOAL161,-0.24705882352941044,0.030000000103086677
PknB_KD1,FACOAL180,0.0,1.1749999999999545
PknB_KD1,FACOAL181,-1000.0,1000.0
PknB_KD1,FACOAL200,0.0,0.0033333334337157794
PknB_KD1,FACOAL80,-0.06984126984135668,0.07605633802824234
PknB_KD1,FACOALPHDCA,-1000.0,1000.0
PknB_KD1,FACOALPREPH,-1000.0,1000.0
PknB_KD1,FAH4,0.0,1000.0
PknB_KD1,FAMPL1,0.0,0.00022038173727057276
PknB_KD1,FAMPL2,0.0,0.0001604095262504046
PknB_KD1,FAMPL3,0.0,0.00013037971672952287
PknB_KD1,FAMPL4,-4.851244244841572e-15,2.9989558782416148e-05
PknB_KD1,FAMPL5,0.0,0.0001303042564959611
PknB_KD1,FAO1,0.0,1000.0
PknB_KD1,FAO10,0.0,1000.0
PknB_KD1,FAO11,0.0,1000.0
PknB_KD1,FAO2,0.0,1000.0
PknB_KD1,FAO3,0.0,1000.0
PknB_KD1,FAS100,0.0,0.06984126984126984
PknB_KD1,FAS120,0.0,0.0698412699579194
PknB_KD1,FAS140,0.0,1000.0
PknB_KD1,FAS160,0.0,0.030000000000034138
PknB_KD1,FAS161,0.0,0.030000000103223914
PknB_KD1,FAS180,0.0,0.09152542372899977
PknB_KD1,FAS181,0.0,0.09818181818164448
PknB_KD1,FAS200,0.0,0.010000000249101916
PknB_KD1,FAS240_L,0.0,0.002077461002000591
PknB_KD1,FAS260,0.0,0.0020774610020074403
PknB_KD1,FAS80_L,0.0,0.07605633802824581
PknB_KD1,FASPHDCA,0.0,1000.0
PknB_KD1,FASm1601,-2.5896791792708524e-15,1.6008951944542192e-05
PknB_KD1,FASm180,0.0,0.002140884330198478
PknB_KD1,FASm1801,-2.5896791792708524e-15,1.600910010587005e-05
PknB_KD1,FASm2001,-2.5896791792708524e-15,1.60089519429955e-05
PknB_KD1,FASm2002,-1.619870751931666e-14,0.00010013762796996166
PknB_KD1,FASm220,-1.7264527861805683e-14,0.009999999999990905
PknB_KD1,FASm2201,-2.5896791792708524e-15,1.6008951944542185e-05
PknB_KD1,FASm2202,-1.619870751931666e-14,0.00010013762796996166
PknB_KD1,FASm240,0.0,0.01000000000021828
PknB_KD1,FASm2401,-2.5896791792708524e-15,1.600895194490624e-05
PknB_KD1,FASm2402,-1.619870751931666e-14,0.00010013772797368148
PknB_KD1,FASm260,0.0,0.01000000000021828
PknB_KD1,FASm2601,-2.5896791792708524e-15,1.600895194454219e-05
PknB_KD1,FASm2602,-5.179358358541705e-15,3.202762143378335e-05
PknB_KD1,FASm280,0.0,0.009999999999990905
PknB_KD1,FASm2801,-2.5896791792708524e-15,1.6008951944906196e-05
PknB_KD1,FASm2802,-5.179358358541705e-15,3.2018003887301916e-05
PknB_KD1,FASm300,-5.179358358541705e-15,3.2018003887301916e-05
PknB_KD1,FASm3001,0.0,0.0
PknB_KD1,FASm320,-5.179358358541705e-15,3.2018003887301916e-05
PknB_KD1,FASm340,-5.179358358541705e-15,3.2018003887301916e-05
PknB_KD1,FBA,-1000.0,1000.0
PknB_KD1,FBP,0.0,1000.0
PknB_KD1,FCLPA,-1000.0,1000.0
PknB_KD1,FCLT,0.0,1000.0
PknB_KD1,FCLT2,0.0,1000.0
PknB_KD1,FCOAH2,0.0,1000.0
PknB_KD1,FDH,0.0,1000.0
PknB_KD1,FE3Ri,0.0,1000.0
PknB_KD1,FETRANS,-1000.0,1000.0
PknB_KD1,FHL,0.0,1000.0
PknB_KD1,FMNAT,0.0,1000.0
PknB_KD1,FOLD3,0.0,1000.0
PknB_KD1,FOLR2,0.0,1000.0
PknB_KD1,FOMETR,-1000.0,1000.0
PknB_KD1,FORMCOAL,-1000.0,1000.0
PknB_KD1,FRD,0.0,1000.0
PknB_KD1,FRD2,0.0,0.38571428571374944
PknB_KD1,FRD3,0.0,0.38571428571428557
PknB_KD1,FRRPPDIMAS,0.0,0.0
PknB_KD1,FTHFCL,0.0,1000.0
PknB_KD1,FTHFD,0.0,2.0000000000000004
PknB_KD1,FUM,-1000.0,1000.0
PknB_KD1,FUMt2r,-1000.0,1000.0
PknB_KD1,G16MTM1,0.0,1000.0
PknB_KD1,G16MTM10,-2.5412328000668062e-15,1.5709464748300758e-05
PknB_KD1,G16MTM2,0.0,1000.0
PknB_KD1,G16MTM4,0.0,1000.0
PknB_KD1,G16MTM5,0.0,1000.0
PknB_KD1,G16MTM6,0.0,1000.0
PknB_KD1,G16MTM7,0.0,1000.0
PknB_KD1,G16MTM8,0.0,1000.0
PknB_KD1,G16MTM9,-5.329101712445123e-15,3.294369158668431e-05
PknB_KD1,G1PACT,0.0,1000.0
PknB_KD1,G1PTT,0.0,1000.0
PknB_KD1,G1SATi,0.0,1000.0
PknB_KD1,G3PAT160,0.0,1000.0
PknB_KD1,G3PAT190,0.0,1000.0
PknB_KD1,G5SADs,0.0,1000.0
PknB_KD1,G5SD,0.0,1000.0
PknB_KD1,G5SD2,0.0,1000.0
PknB_KD1,G6PDH2,0.0,1000.0
PknB_KD1,GALFT,0.0,1000.0
PknB_KD1,GALKr,-1000.0,1000.0
PknB_KD1,GALT,-1000.0,1000.0
PknB_KD1,GALUi,0.0,1000.0
PknB_KD1,GALt2,0.0,1000.0
PknB_KD1,GAPD,-1000.0,1000.0
PknB_KD1,GARFT,0.0,1000.0
PknB_KD1,GCCa,0.0,1.0000000000000002
PknB_KD1,GCCb,0.0,1000.0
PknB_KD1,GCCc,0.0,1000.0
PknB_KD1,GF6PTAr,-1000.0,1000.0
PknB_KD1,GFUCS,0.0,1000.0
PknB_KD1,GGLUCT2,0.0,1000.0
PknB_KD1,GHMT2,0.0,1000.0
PknB_KD1,GK1,-6.366462912410498e-12,1.1750000286698066
PknB_KD1,GLCabc,0.0,1000.0
PknB_KD1,GLGC,0.0,1000.0
PknB_KD1,GLNS,0.0,1000.0
PknB_KD1,GLNSP1,0.0,1000.0
PknB_KD1,GLNSP2,0.0,1000.0
PknB_KD1,GLNSP3,0.0,1000.0
PknB_KD1,GLU5K,0.0,1000.0
PknB_KD1,GLUCYS,0.0,1000.0
PknB_KD1,GLUDC,0.0,1000.0
PknB_KD1,GLUDx,-1000.0,3.099999999999999
PknB_KD1,GLUPRT,0.0,0.016944801026919466
PknB_KD1,GLUR,-1000.0,1000.0
PknB_KD1,GLUSy,0.0,1000.0
PknB_KD1,GLUt2r,-1000.0,1000.0
PknB_KD1,GLXO1,0.0,1000.0
PknB_KD1,GLYBabc,0.0,1000.0
PknB_KD1,GLYC3Pabc,0.0,0.0
PknB_KD1,GLYCK,0.0,0.7999999999999998
PknB_KD1,GLYCL,0.0,1.0
PknB_KD1,GLYCTO1,0.0,2.1780886999377744e-05
PknB_KD1,GLYCTO2,0.0,2.1780986912744993e-05
